Badan Usaha,Pekerjaan,Kategori,Lokasi,Tahun,Hasil FAT,Hasil SAT,Mempunyai TTP,Mutu barang sesuai,Mengacu standar,Ketepatan waktu barang,Jumlah barang tanpa defect,After sales service,Product support,Punya COO dan COM,Kelengkapan requirements,Memenuhi persyaratan administrasi pengiriman barang,"Kerapihan packing, mobilisasi, dan demobilisasi",Kemampuan keuangan dalam pembiayaan proyek,Banyaknya claim,POST AUDIT,Ketaatan peraturan,Kemampuan dan Keaktifan PM,Organisasi proyek,Kemampuan problem solving,Overall Schedule project dan S-Curve,Kemampuan berkoordinasi,Kemampuan kerja sama,Hubungan kerja internal KSO,Penyelesaian Approval Drawing,Kelengkapan metode kerja IK SOP,Tersedia peralatan kerja sesuai,Kemampuan SDM terhadap resiko,Mempunya regu pelaksana kompeten,Mempunyai regu testing dan komisioning kompeten,Ketaatan standar konstruksi,Hasil Site Test dan Komisioning,Pekerjaan sipil/elektromekanik/steel struktur,Keamanan dan Kebersihan,Kelengkapan peralatan dan regu K3,Kemampuan mobilisasi dan demobilisasi,Ketepatan waktu kerja,Ketepatan disburse,Administrasi,Polis asuransi,Kelengkapan dokumen environment,Penyelesaian As Built Drawing final,Penyampaian dokumen,Pelayanan penyelesaian Pending Matters,Product dan sparepart support berkelanjutan
PT Aldo Jaya Prakarsa,RO KHS Pekerjaan APP DG FSO / 0026.PJ,Erect Only,UP3 TEGAL,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,8,0,10,7,8,10,8,9,10,10,10,9,0,10,10,10,10,8,8,10,0,0,0,0,0
PT Surya Gemilang Indoperkasa,RO KHS Pekerjaan APP DG FSO / 0027.PJ,Erect Only,UP3 TEGAL,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,9,6,0,10,7,10,10,8,8,8,10,10,9,9,9,10,9,9,10,10,0,0,0,0,0,0
PT Anda Jaya Pradana,Pelaksanaan P2TL / 0023.PJ,Erect Only,UP3 TEGAL,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,7,0,10,10,7,10,10,10,10,10,10,10,0,10,10,9,9,4,7,0,0,0,0,0,0
PT Wahana Abadi,Pemeliharaan Aplikasi Tertentu / 0033.PJ,Erect Only,UP3 TEGAL,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,7,0,10,10,7,10,10,10,10,8,10,8,0,10,10,8,8,8,8,0,0,0,0,0,0
PT Daffa Jaya Utama,Pemborongan Pengelolaan Pelanggan TM/TR /0053.PJ,Erect Only,UP3 YOGYAKARTA,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,8,6,0,6,7,7,7,8,10,8,8,8,8,0,8,8,10,8,6,8,0,0,0,0,0,0
PT Sinar Persada,Pemborongan Pengelolaan Pelanggan TM/TR /0054.PJ,Erect Only,UP3 YOGYAKARTA,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,8,6,0,7,7,7,7,8,10,8,8,8,8,0,10,8,8,4,8,6,0,0,0,0,0,0
PT Daffa Jaya Utama,Pemborongan Pengelolaan Pelanggan TM/TR /0053.PJ,Erect Only,UP3 YOGYAKARTA,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,7,10,0,6,7,7,10,10,10,7,8,8,8,0,10,10,8,8,8,6,0,0,0,0,0,0
PT Sinar Persada,Pemborongan Pengelolaan Pelanggan TM/TR /0054.PJ,Erect Only,UP3 YOGYAKARTA,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,7,6,0,6,10,7,10,8,10,8,8,6,8,0,8,8,8,4,6,6,0,0,0,0,0,0
PT Sinar Persada,Pemborongan Pengelolaan Pelanggan TM/TR /0054.PJ,Erect Only,UP3 YOGYAKARTA,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,7,6,0,6,10,7,10,8,10,8,8,6,8,0,8,8,8,8,6,6,0,0,0,0,0,0
PT Surya Sudeco,Jasa Sewa Kendaraan Roda-4 Disel Operasional PDKB / 0006.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,6,0,7,7,7,7,7,10,6,6,6,6,0,6,7,8,8,6,6,0,0,0,0,0,0
PT CSM Corporatama,Jasa Sewa 50 Unit Kendaraan Roda-4 Granmax Pickup 1.495 cc / 0008.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,6,0,7,7,7,7,7,4,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Surya Darma Perkasa,Jasa Sewa 50 Unit Kendaraan Roda-4 Granmax Pickup 1.495 cc / 0008.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,6,0,5,7,7,7,7,10,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Graha Artha,Jasa Sewa 31 Unit Kendaraan Roda-2 Trail 149.15 cc / 0010.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,6,0,7,7,7,7,7,4,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Graha Sarana Duta,Jasa Sewa 88 Unit Kendaraan Roda-4 Low MPV 1.499 cc / 0011.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,6,0,5,7,7,7,7,4,6,6,6,6,0,6,4,7,8,6,6,0,0,0,0,0,0
PT CSM Corporatana,Jasa Sewa Unit Kendaraan Roda-4 Low SUV (Terios) 1.496 cc / 0012.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,6,0,7,7,7,7,7,4,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Surya Darma Perkasa,Jasa Sewa 14 Unit Kendaraan Roda-4 Low SUV (Terios) 1.496 cc / 0012.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,6,0,5,7,7,7,7,10,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Takari Kokoh Sejahtera,Jasa Sewa 29 Unit Kendaraan Roda-2 bebek Th 2020 / 0013.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,6,0,5,7,7,7,7,4,4,4,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Surya Sudeco,Jasa Sewa 79 Unit Kendaraan Roda-4 Minibus 1.495 cc / 0052.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,6,0,7,7,7,7,7,10,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Graha Artha,Jasa Sewa 30 Unit Kendaraan Roda-4 Pickup 1.495 cc / 0054.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,6,0,7,7,7,7,7,4,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Surya Sudeco,Jasa Sewa 21 Unit Kendaraan Roda-4 MPV 2.393 cc / 0086.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,6,0,7,7,7,7,7,10,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Graha Artha,Jasa Sewa 230 Unit Kendaraan Roda-2 Th 2021 / 0193.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,6,0,7,7,7,7,7,4,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Surya Sudeco,Jasa Sewa 36 Unit Kendaraan Roda-4 1.496 cc th 2021 / 0204.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,6,0,7,7,7,7,7,10,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Graha Artha,Jasa Sewa 18 Unit Kendaraan Roda-4 Pickup 1.495 cc Th 2022 / 0334.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,6,0,7,7,7,7,7,4,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Graha Artha,Jasa Sewa 23 Unit Kendaraan Roda-4 Low MPV Th 2022 / 0335.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,6,0,7,7,7,7,7,4,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Takari Kokoh Sejahtera,Jasa Sewa 13 Unit Kendaraan Truck Box PDKB 2.771 cc / 380.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,6,0,5,7,7,7,7,4,4,4,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT PHB,Jasa Sewa 23 Unit Kendaraan Roda-2 Bebek Revo / 0813.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,6,0,7,7,7,7,7,4,6,4,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
PT Graha Artha,Jasa Sewa 18 Unit Kendaraan Roda-4 Low MPV 1.499 cc / 0974.PJ,Erect Only,UID,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,6,0,7,7,7,7,7,4,6,6,6,6,0,6,7,7,8,6,6,0,0,0,0,0,0
Kopkar Catur Manunggal Bersama,Jasa Transportasi dan Mobilisasi UPS / 0007.SPK,Erect Only,UP2D JATENG / DIY,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0
PT Arhadi Fajar Perkasa,Pekerjaan Pemeliharaan Peralatan Fasilitas Scada / 0002.PJ,Erect Only,UP2D JATENG / DIY,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0
PT BUMI PERSADA ANUGRAH PERKASA,KHS Pekerjaan Pembangunan dan Pemeliharaan Jaringan Dis. Bergaransi / 0070.PJ,Supply Erect,UP3 CILACAP,2022,2,9,2,3,2,2,0,0,0,0,2,2,2,2,2,10,2,3,2,2,2,0,1,1,5,4,3,3,4,4,4,2,0,2,2,2,2,2,1,0,5,4,0,2,3
PT CITACONTRACT,P2TL / 023.PJ,Supply Erect,UP3 CILACAP,2022,9,9,9,9,9,9,0,0,0,0,8,10,9,9,9,10,10,9,9,10,9,0,10,9,9,10,9,9,10,9,10,9,0,9,9,9,9,9,9,0,9,9,0,8,9
PT WAHANA ABADI,Pemborongan Pekerjaan Pemeliharaan Aplikasi Tertentu / 0003.DAN.01.03,Supply Erect,UP3 CILACAP,2022,9,,9,9,10,10,0,0,0,0,10,10,0,10,9,9,10,10,10,10,10,0,10,10,9,9,10,10,10,10,10,9,0,10,10,10,10,9,10,0,9,9,0,10,10
PT TIGA PUTRA ABADI,KHS 24 Jam Pemeliharaan Jaringan / 0018.PJ,Supply Erect,UP3 DEMAK,2022,0,9,9,9,10,10,0,0,0,0,10,10,0,10,9,9,10,10,10,10,10,0,10,10,9,9,10,10,10,10,10,0,0,10,10,10,10,9,10,0,9,9,0,10,10
PT PUTRA WAHYU ELEKTRIK,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0026.PJ",Supply Erect,UP3 DEMAK,2022,9,9,9,10,8,8,0,0,0,0,7,10,10,8,10,10,8,7,7,8,7,0,10,10,10,10,8,8,7,7,7,9,0,10,8,8,8,10,8,0,10,10,0,10,10
PT MULYO AGUNG SOLO,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0025.PJ",Supply Erect,UP3 DEMAK,2022,9,9,9,8,10,6,0,0,0,0,7,10,8,10,10,10,9,6,8,7,8,0,7,8,9,8,8,8,8,8,8,9,0,10,8,10,6,10,8,0,9,8,0,10,10
PT ASKANA JAYA SANTOSO,PFK / 0007.PJ,Supply Erect,UP3 DEMAK,2022,9,9,9,10,10,10,0,0,0,0,9,10,10,10,10,10,10,9,10,9,8,0,10,10,10,10,10,10,10,10,9,9,0,10,10,10,10,10,9,0,10,10,0,10,10
PT SAPTO ARGO PERKASA,PFK / 0007.PJ,Supply Erect,UP3 DEMAK,2022,9,9,9,10,10,9,0,0,0,0,10,10,10,10,10,10,10,8,10,9,9,0,10,10,10,10,10,10,10,10,9,9,0,10,10,10,9,10,9,0,10,10,0,10,10
PT LANGGENG REJEKI,KHS 34 Jam Pemeliharaan Jaringan / 0019.PJ,Supply Erect,UP3 DEMAK,2022,9,9,9,10,10,9,0,0,0,0,10,10,10,10,10,10,10,8,10,9,8,0,10,10,10,10,10,10,10,10,9,9,0,10,10,10,9,10,8,0,10,10,0,10,10
PT SAPTO ARGO PERKASA,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0027.PJ",Supply Erect,UP3 DEMAK,2022,9,9,9,10,7,4,0,0,0,0,6,8,6,8,4,9,8,4,4,6,6,0,6,6,6,10,7,8,4,7,7,9,0,9,8,4,4,8,8,0,7,7,0,7,7
PT ASKANA JAYA SANTOSO,Pekerjaan Perluasan Jaringan Untuk PBPD TM TR / 0007.PJ,Supply Erect,UP3 DEMAK,2022,9,9,9,10,10,8,0,0,0,0,10,10,10,10,10,10,10,8,10,8,8,0,10,10,10,10,10,10,10,10,8,9,0,10,10,10,8,10,8,0,10,10,0,10,10
PT CAHAYA PUTRI UTAMA,Pemeliharaan Perluasan Jaringan Untuk PBPD TM TR / 0007.PJ,Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,10,0,0,0,0,9,9,10,10,9,10,9,9,10,10,9,0,10,9,10,10,10,9,10,8,10,9,0,10,10,10,10,9,10,0,9,10,0,9,9
PT MULYO AGUNG SOLO,Pemeliharaan Perluasan Jaringan Untuk PBPD TM TR / 0008.PJ,Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,10,0,0,0,0,9,9,10,10,9,10,9,9,10,10,9,0,10,9,10,10,10,9,10,8,10,9,0,9,9,10,10,9,10,0,9,10,0,9,9
PT SAPTO ARGO PERKASA,Pemeliharaan Perluasan Jaringan Untuk PBPD TM TR / 0006.PJ,Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,9,0,0,0,0,9,9,9,9,9,10,9,9,10,10,9,0,9,9,9,9,9,9,9,8,10,9,0,9,9,10,9,9,10,0,9,9,0,9,9
PT ASKANA JAYA SANTOSO,Pemeliharaan Perluasan Jaringan Untuk PBPD TM TR / 0005.PJ,Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,10,0,0,0,0,9,9,10,10,9,10,10,9,10,10,9,0,10,9,10,9,10,10,10,8,10,9,0,10,10,10,10,9,10,0,9,10,0,9,9
PT CAHAYA PUTRI UTAMA,Pemeliharaan Perluasan Jaringan Untuk PBPD TM TR / 0007.PJ,Supply Erect,UP3 DEMAK,2022,10,9,8,9,8,10,0,0,0,0,8,10,9,10,9,10,10,10,10,10,9,0,10,9,10,10,10,9,10,9,10,9,0,9,10,10,10,9,10,0,9,9,0,9,9
PT MULYO AGUNG SOLO,Pemeliharaan Perluasan Jaringan Untuk PBPD TM TR / 0008.PJ,Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,10,0,0,0,0,9,9,10,10,9,10,10,10,10,10,9,0,10,9,10,10,10,9,9,9,9,9,0,10,9,10,10,9,10,0,10,8,0,9,9
PT SAPTO AGUNG PERKASA,Pemeliharaan Perluasan Jaringan Untuk PBPD TM TR / 0006.PJ,Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,10,0,0,0,0,9,9,10,10,9,10,10,10,10,10,10,0,9,8,10,9,9,9,9,9,9,9,0,10,9,10,10,9,10,0,10,9,0,9,9
PT TIGA PUTRA ABADI,KHS 24 Jam Pemeliharaan Jaringan / 0018.PJ,Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,10,0,0,0,0,9,9,10,10,9,10,10,10,10,9,9,0,10,9,9,10,9,9,10,9,10,9,0,10,10,10,10,9,10,0,10,9,0,9,9
PT PUTRA WAHYU ELEKTRIK,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0026.PJ",Supply Erect,UP3 DEMAK,2022,9,10,9,10,8,7,0,0,0,0,7,10,10,8,10,10,8,8,8,8,8,0,10,10,10,10,8,8,7,7,7,9,0,10,8,8,7,10,8,0,10,10,0,10,10
PT MULYO AGUNG SOLO,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0025.PJ",Supply Erect,UP3 DEMAK,2022,10,10,10,8,10,6,0,0,0,0,7,10,8,10,10,10,9,6,8,7,8,0,7,8,9,8,8,8,8,8,8,10,0,10,8,10,6,10,8,0,9,8,0,10,10
PT ASKANA JAYA SANTOSO,PFK / 0007.PJ,Supply Erect,UP3 DEMAK,2022,10,10,10,10,10,10,0,0,0,0,9,10,10,10,10,10,10,9,10,9,8,0,10,10,10,10,10,10,10,10,9,10,0,10,10,10,10,10,9,0,10,10,0,10,10
PT SAPTO ARGO PERKASA,PFK / 0007.PJ,Supply Erect,UP3 DEMAK,2022,10,9,10,10,10,9,0,0,0,0,10,10,10,10,10,10,10,8,10,9,9,0,10,10,10,10,10,10,10,10,9,10,0,10,10,10,9,10,9,0,10,10,0,10,10
PT LANGGENG REJEKI,KHS 24 Jam Pemeliharaan Jaringan / 0019.PJ,Supply Erect,UP3 DEMAK,2022,9,9,9,10,10,9,0,0,0,0,9,8,9,10,10,10,10,8,10,9,8,0,10,10,9,9,10,10,10,10,9,9,0,10,10,9,9,10,8,0,9,9,0,10,10
PT SAPTO ARGO PERKASA,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0027.PJ",Supply Erect,UP3 DEMAK,2022,9,9,9,10,7,4,0,0,0,0,6,8,6,8,4,8,8,4,4,6,6,0,6,6,6,8,7,8,4,7,7,9,0,9,8,4,4,8,8,0,7,7,0,7,7
PT CAHAYA PUTRI UTAMA,Pekerjaan Perluasan Jaringan PBPD TM TR / 0007.PJ,Supply Erect,UP3 DEMAK,2022,9,9,9,10,10,8,0,0,0,0,10,10,10,10,10,10,10,8,10,8,8,0,10,10,10,10,10,10,10,10,8,9,0,10,10,10,8,10,8,0,10,10,0,10,10
PT MULYO AGUNG SOLO,Pekerjaan Perluasan Jaringan PBPD TM TR / 0008.PJ,Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,10,0,0,0,0,9,9,10,10,9,10,10,10,10,10,9,0,10,9,10,10,10,9,9,9,9,9,0,10,9,10,10,9,10,0,10,8,0,9,9
PT SAPTO ARGO PERKASA,Pekerjaan Perluasan Jaringan PBPD TM TR / 0006.PJ,Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,10,0,0,0,0,9,9,10,10,9,10,10,10,10,10,10,0,9,8,10,9,9,9,9,9,9,9,0,10,9,10,10,9,10,0,10,9,0,9,9
PT MULYO AGUNG SOLO,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0025.PJ",Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,10,0,0,0,0,9,9,10,10,9,10,10,10,10,9,9,0,10,9,9,10,9,9,10,9,10,9,0,10,10,10,10,9,10,0,10,9,0,9,9
PT ASKANA JAYA SANTOSO,Pekerjaan Perluasan Jaringan Untuk PBPD TM TR / 0005.PJ,Supply Erect,UP3 DEMAK,2022,9,10,9,10,10,10,0,0,0,0,9,10,10,10,10,10,10,9,10,9,8,0,10,10,10,10,10,10,10,10,9,9,0,10,10,10,10,10,9,0,10,10,0,10,10
PT CAHAYA PUTRI UTAMA,Pekerjaan Perluasan Jaringan Untuk PBPD TM TR / 0007.PJ,Supply Erect,UP3 DEMAK,2022,9,9,8,9,8,10,0,0,0,0,8,10,9,10,9,10,10,10,10,10,9,0,10,9,10,10,10,9,10,9,10,10,0,9,10,10,10,9,10,0,9,9,0,9,9
PT MULYO AGUNG SOLO,Pekerjaan Perluasan Jaringan Untuk PBPD TM TR / 0008.PJ,Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,10,0,0,0,0,9,9,10,10,9,10,10,10,10,10,9,0,10,9,10,10,10,9,9,9,9,9,0,10,9,10,10,9,10,0,10,8,0,9,9
PT SAPTO ARGO PERKASA,Pekerjaan Perluasan Jaringan Untuk PBPD TM TR / 0006.PJ,Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,10,0,0,0,0,9,9,10,10,9,10,10,10,10,10,10,0,9,8,10,9,9,9,9,9,9,9,0,10,9,10,10,9,10,0,10,9,0,9,9
PT MULYO AGUNG SOLO,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0025.PJ",Supply Erect,UP3 DEMAK,2022,9,9,8,9,9,10,0,0,0,0,9,9,10,10,9,10,10,10,10,9,9,0,10,9,9,10,9,9,10,9,10,9,0,10,10,10,10,9,10,0,10,9,0,9,9
PT SIMPONI,"KHS Pekerjaan PBPD Dengan Perluasan Jaringan TM, TR, Trafo, dan Cubicle / 0022.PJ",Supply Erect,UP3 DEMAK,2022,9,10,10,10,10,10,0,0,0,0,9,9,9,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,9,9,0,10,10,10,10,10,9,0,10,10,0,10,10
PT JAYA TERANG MANDIRI,"KHS Pekerjaan PBPD Dengan Perluasan Jaringan TM, TR, Trafo, dan Cubicle / 0020.PJ",Supply Erect,UP3 DEMAK,2022,10,10,8,10,10,10,0,0,0,0,10,10,10,9,10,10,10,9,10,9,10,0,10,10,9,10,9,10,10,9,10,10,0,10,10,10,10,9,10,0,0,10,0,9,9
PT SINAR ABADI SUKOHARJO,"KHS Pekerjaan PBPD Dengan Perluasan Jaringan TM, TR, Trafo, dan Cubicle / 0021.PJ",Supply Erect,UP3 DEMAK,2022,10,10,8,10,10,10,0,0,0,0,10,10,10,9,10,10,10,9,10,9,10,0,10,10,9,10,9,10,10,9,10,10,0,10,10,10,10,9,10,0,0,10,0,9,9
PT MULYO AGUNG SOLO,"KHS Pekerjaan PBPD Dengan Perluasan Jaringan TM, TR, Trafo, dan Cubicle / 0018.PJ",Supply Erect,UP3 DEMAK,2022,10,10,9,10,10,10,0,0,0,0,10,10,10,9,10,10,10,9,10,9,10,0,9,10,9,10,9,10,10,9,10,10,0,10,10,10,10,9,10,0,0,10,0,10,9
PT CIPTA KARYA SENTOSA,"KHS Pekerjaan PBPD Dengan Perluasan Jaringan TM, TR, Trafo, dan Cubicle / 0019.PJ",Supply Erect,UP3 KLATEN,2022,10,10,9,9,10,8,0,0,0,0,10,9,10,10,10,10,10,9,10,9,9,0,8,10,9,10,9,10,10,9,10,10,0,10,10,9,8,10,10,0,0,10,0,9,9
PT TONGGAK AMPUH,Kontrak Rinci / 0002/DAN.01.01,Supply Erect,UP3 KLATEN,2022,10,9,9,10,10,10,0,0,0,0,10,10,9,10,10,10,10,9,10,9,10,0,10,10,9,10,9,10,10,9,10,10,0,10,10,10,10,10,9,0,0,10,0,9,9
PT WIJAYA KARYA BETON TBK,Kontrak Rinci / 0003/DAN.01.01,Supply Erect,UP3 KLATEN,2022,9,9,10,10,10,9,0,0,0,0,10,10,10,10,10,10,10,9,10,9,10,0,9,10,9,10,10,10,10,9,9,9,0,9,10,10,9,10,10,0,0,9,0,8,10
PT SIMPONI,"KHS PBPD Dengan Perluasan Jaringan TM, TR, Trafo, Dan Cubicle / 0022.PJ",Supply Erect,UP3 KLATEN,2022,9,10,10,10,10,9,0,0,0,0,10,10,10,10,10,10,10,9,10,9,10,0,9,10,8,10,10,10,9,9,9,9,0,10,9,9,9,10,10,0,0,10,0,9,10
PT JAYA TERANG MANDIRI,"KHS PBPD Dengan Perluasan Jaringan TM, TR, Trafo, Dan Cubicle / 0020.PJ",Supply Erect,UP3 KLATEN,2022,10,10,8,10,10,10,0,0,0,0,10,10,10,9,10,10,10,9,10,10,10,0,10,10,9,10,9,10,10,8,10,10,0,10,10,10,10,9,10,0,0,10,0,9,9
PT MULYO AGUNG SOLO,"KHS PBPD Dengan Perluasan Jaringan TM, TR, Trafo, Dan Cubicle / 0018.PJ",Supply Erect,UP3 KLATEN,2022,10,10,8,10,10,10,0,0,0,0,10,10,10,9,10,10,10,9,10,9,10,0,10,10,9,10,9,10,10,9,10,10,0,10,10,10,10,9,10,0,0,10,0,9,9
PT SINAR ABADI SUKOHARJO,"KHS PBPD Dengan Perluasan Jaringan TM, TR, Trafo, Dan Cubicle / 0021.PJ",Supply Erect,UP3 KLATEN,2022,10,10,9,9,10,8,0,0,0,0,10,9,10,10,10,10,10,9,10,9,9,0,9,10,9,10,9,10,10,9,10,10,0,10,10,9,8,10,10,0,0,10,0,9,9
PT CIPTA KARSA SEMESTA,"KHS PBPD Dengan Perluasan Jaringan TM, TR, Trafo, Dan Cubicle / 0019.PJ",Supply Erect,UP3 KLATEN,2022,10,10,9,10,10,10,0,0,0,0,10,10,10,9,10,10,10,9,10,9,10,0,9,10,9,10,9,10,10,9,10,10,0,10,10,10,10,9,10,0,0,10,0,10,10
PT TONGGAK AMPUH,Kontrak Rinci / 0009.PJ,Supply Erect,UP3 KLATEN,2022,10,9,9,10,10,10,0,0,0,0,10,10,9,10,10,10,10,9,10,9,10,0,10,10,9,10,9,10,10,9,10,10,0,10,10,10,10,10,9,0,0,10,0,9,9
PT TJAKRINDO MAS,Kontrak Rinci / 0010.PJ,Supply Erect,UP3 KLATEN,2022,9,9,10,10,10,9,0,0,0,0,10,10,10,10,10,10,10,9,10,9,10,0,9,10,9,10,10,10,10,9,9,9,0,9,10,10,9,10,10,0,0,9,0,8,10
PT TONGGAK AMPUH,Kontrak Rinci / 0009.PJ,Supply Erect,UP3 KLATEN,2022,9,9,10,10,10,9,0,0,0,0,10,10,10,10,10,10,10,9,10,9,10,0,9,10,9,10,10,10,10,9,9,9,0,9,10,10,9,10,10,0,0,9,0,8,10
PT Putra Limbangan Elektric,Penggantian APP 1 Phasa & KRN 1 / 0153.PJ,Supply Erect,UP3 KLATEN,2022,9,7,10,10,10,9,0,0,0,0,10,10,10,10,10,10,10,9,10,9,10,0,9,10,9,10,10,10,10,9,9,9,0,9,10,10,9,10,10,0,0,9,0,8,10
PT Lisna Jaya Utama,Penggantian APP 1 Phasa & KRN 1 / 0154.PJ,Supply Erect,UP3 KLATEN,2022,7,7,7,8,8,8,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,0,8,9,9,8,8,9,0,8,7,0,8,8
PT Bumi Persada Anugerah Perkasa,Penggantian APP 1 Phasa & KRN 1 / 0155.PJ,Supply Erect,UP3 KLATEN,2022,7,7,7,8,8,8,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,0,8,9,9,8,8,9,0,8,7,0,8,8
PT Pana kembar Santosa,Penggantian APP 1 Phasa & KRN 1 / 0156.PJ,Supply Erect,UP3 KLATEN,2022,7,7,7,8,8,8,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,0,8,9,9,8,8,9,0,8,7,0,8,8
