Badan Usaha,Pekerjaan,Kategori,Lokasi,Tahun,Hasil FAT,Hasil SAT,Mempunyai TTP,Mutu barang sesuai,Mengacu standar,Ketepatan waktu barang,Jumlah barang tanpa defect,After sales service,Product support,Punya COO dan COM,Kelengkapan requirements,Memenuhi persyaratan administrasi pengiriman barang,"Kerapihan packing, mobilisasi, dan demobilisasi",Kemampuan keuangan dalam pembiayaan proyek,Banyaknya claim,POST AUDIT,Ketaatan peraturan,Kemampuan dan Keaktifan PM,Organisasi proyek,Kemampuan problem solving,Overall Schedule project dan S-Curve,Kemampuan berkoordinasi,Kemampuan kerja sama,Hubungan kerja internal KSO,Penyelesaian Approval Drawing,Kelengkapan metode kerja IK SOP,Tersedia peralatan kerja sesuai,Kemampuan SDM terhadap resiko,Mempunya regu pelaksana kompeten,Mempunyai regu testing dan komisioning kompeten,Ketaatan standar konstruksi,Hasil Site Test dan Komisioning,Pekerjaan sipil/elektromekanik/steel struktur,Keamanan dan Kebersihan,Kelengkapan peralatan dan regu K3,Kemampuan mobilisasi dan demobilisasi,Ketepatan waktu kerja,Ketepatan disburse,Administrasi,Polis asuransi,Kelengkapan dokumen environment,Penyelesaian As Built Drawing final,Penyampaian dokumen,Pelayanan penyelesaian Pending Matters,Product dan sparepart support berkelanjutan
PT Daffa Jaya Utama,SR dan APP Menggunakan FSO Paket I / 0010.PJ,Erect Only,UP3 KLATEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,10,9,10,10,0,,10,10,0,10,10,10,9,9,9,9,,9,10,10,10,10,9,,0,0,0,0,0
PT Mulyo Agung Solo,SR dan APP Menggunakan FSO Paket III / 0012.PJ,Erect Only,UP3 KLATEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,9,10,9,0,,8,10,0,10,10,10,9,9,9,10,,9,10,10,10,9,9,,0,0,0,0,0
PT Tirta Nugroho Jati,SR dan APP Menggunakan FSO Paket II/ 0011.PJ,Erect Only,UP3 KLATEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,9,10,10,0,,9,10,0,10,10,10,9,9,9,10,,8,10,10,10,9,9,,0,0,0,0,0
PT Daffa Jaya Utama,SR dan APP Menggunakan FSO Paket I/ 0010.PJ,Erect Only,UP3 KLATEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,10,9,10,10,0,,10,10,0,10,10,10,9,9,9,9,,9,10,10,10,9,9,,0,0,0,0,0
PT Mulyo Agung Solo,SR dan APP Menggunakan FSO Paket III/ 0012.PJ,Erect Only,UP3 KLATEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,9,10,9,0,,8,10,0,10,10,10,9,9,8,10,,9,10,10,10,9,9,,0,0,0,0,0
PT Tirta Nugroho Jati,SR dan APP Menggunakan FSO Paket II/ 0011.PJ,Erect Only,UP3 KLATEN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,9,10,10,0,,9,10,0,10,10,10,9,9,9,10,,8,10,10,10,8,9,,0,0,0,0,0
PT Sapto Argo Perkasa,Pekerjaan Penataan dan Pemisahan Material ATTB / 0012.SPK,Erect Only,UP3 KUDUS,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,10,10,10,,8,10,7,10,8,4,10,10,8,10,,10,8,8,8,8,10,,0,0,0,0,0
PT Lentera Bahana Sejahtera,Peningkatan Keandalan Jaringan Internet dan Intranet / 0013.SPK,Erect Only,UP3 KUDUS,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,7,10,10,7,,10,7,10,10,10,10,8,8,8,8,,10,10,10,8,8,8,,0,0,0,0,0
PT Megawatt Jaya,P2TL / 0045.PJ,Erect Only,UP3 KUDUS,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,7,10,7,0,,10,10,7,10,10,0,8,8,10,10,,10,10,10,10,8,10,,0,0,0,0,0
PT Sarana Bangunindo Sejahtera,KHS Pemetaan dan Pengelolaan Data Aset Jaringan / 0135.PJ,Erect Only,UP3 KUDUS,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,8,8,10,10,7,,10,10,10,10,10,10,8,8,8,8,,10,10,10,8,10,8,,0,0,0,0,0
PT Daffa Jaya Utama,Pengelolaan Pelanggan TM/TR dan Pemasangan APP Menggunakan FSO / 074.PJ,Erect Only,UP3 KUDUS,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,10,10,7,,10,10,7,10,8,4,8,8,8,10,,10,7,8,8,8,10,,0,0,0,0,0
PT Lentera Bahana Sejahtera,Pengelolaan Pelanggan TM/TR dan Pemasangan APP Menggunakan FSO / 073.PJ,Erect Only,UP3 KUDUS,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,10,10,10,,8,10,7,10,8,4,10,10,8,10,,10,8,8,8,8,10,,0,0,0,0,0
PT Sapto Argo Perkasa,Penataan dan Pemisahan Material ATTB / 0012.SPK,Erect Only,UP3 KUDUS,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,10,10,10,,8,10,7,10,8,4,10,10,8,10,,10,8,8,8,8,10,,0,0,0,0,0
PT Bambang Djaja,Relokasi Mesin EV Charger / 0040.SPK,Erect Only,UP3 MAGELANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,7,7,7,7,7,7,7,7,7,7,8,8,8,8,7,7,7,8,7,8,8,7,8,7,0,0,0,0,0
PT Ines,Pengadaan Jasa Instalasi dan Komisioning SPKLU / 0001.SPK,Erect Only,UP3 PEKALONGAN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,8,10,10,0,0,10,0,7,10,10,0,10,10,10,10,0,10,10,8,8,8,8,,0,0,0,0,0
PT Fariz Cahaya Gemilang,Penggambaran Peta Aset Jaringan Dis. / 0007.SPK,Erect Only,UP3 PEKALONGAN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,8,8,10,10,7,0,8,8,7,0,10,10,7,7,8,8,,10,10,8,8,10,10,,0,0,0,0,0
PT Lentera Bahana Sejahtera,Pemeliharaan Aplikasi Tertentu / 0002.SPK,Erect Only,UP3 PEKALONGAN,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,9,10,10,10,0,0,10,0,8,10,10,9,9,9,9,10,0,10,10,8,8,8,9,,0,0,0,0,0
PT Wahana Abadi,KHS Pemborongan / 064.PJ,Erect Only,UP3 PURWOKERTO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,10,10,10,10,,,10,10,10,10,10,,10,10,10,10,,10,10,8,8,10,10,,0,0,0,0,0
PT Kharisma Dua Putri,KHS Pemborongan / 065.PJ,Erect Only,UP3 PURWOKERTO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,6,7,8,8,,,10,10,7,10,7,0,8,6,8,8,,8,7,8,8,8,8,,0,0,0,0,0
PT Dwi Perkasa Putri,KHS Pemborongan / 066.PJ,Erect Only,UP3 PURWOKERTO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,6,7,8,8,,,10,10,7,10,7,0,8,6,8,8,,8,7,8,8,8,8,,0,0,0,0,0
PT Graha Artha,KHS Pemetaan dan Pengelilaan Data / 044/KR,Erect Only,UP3 PURWOKERTO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,7,8,8,10,,8,7,10,10,8,10,8,8,8,8,,8,8,10,10,10,8,,0,0,0,0,0
PT Graha Artha,KHS Pemetaan dan Pengelilaan Data / 045/KR,Erect Only,UP3 PURWOKERTO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,7,8,8,10,,8,7,10,10,8,10,8,8,8,8,,8,8,10,10,10,8,,0,0,0,0,0
PT Kharisma Dua Putri,Pemeliharaan APP Paket I / 035/KR,Erect Only,UP3 PURWOKERTO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,9,8,9,5,,8,8,7,5,8,5,9,8,8,8,,8,9,8,8,8,7,,0,0,0,0,0
PT Wahana Abadi,Pemeliharaan APP Paket 3 / 037/KR,Erect Only,UP3 PURWOKERTO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,9,8,9,5,,8,8,7,5,8,5,9,8,8,8,,8,9,8,8,7,7,,0,0,0,0,0
PT Andika Energindo,Pelaksanaan P2TL  / 007.PJ,Erect Only,UP3 PURWOKERTO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,9,9,10,9,9,,10,10,10,10,9,9,9,9,9,10,,9,9,9,9,10,10,,0,0,0,0,0
PT Wahana Abadi,Pemeliharaan Aplikasi Tertentu / 0015.PJ,Erect Only,UP3 PURWOKERTO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,8,9,8,9,9,,10,10,8,8,8,8,10,8,8,9,,8,9,8,9,9,9,,0,0,0,0,0
PT Askana Jaya Santoso,KHS Pekerjaan dan Pengelolaan Data / 0430.SPK,Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,9,10,10,9,,10,9,10,10,10,10,10,10,10,9,,10,9,9,8,8,8,10,0,0,0,0,0
PT Surveyor Indonesia,KHS Pekerjaan dan Pengelolaan Data / 0431.SPK,Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,9,9,7,7,7,,7,8,8,8,9,8,7,7,8,7,,9,9,9,7,7,7,,0,0,0,0,0
PT Graha Artha,KHS Pekerjaan dan Pengelolaan Data / 0432.SPK,Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,9,10,9,9,,10,8,10,10,10,10,10,10,10,9,,10,9,9,8,8,8,10,0,0,0,0,0
PT Askana jaya Santoso,KHS Pekerjaan dan Pengelolaan Data / 0545.SPK,Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,9,10,10,9,,10,9,10,10,10,10,10,10,10,9,,10,9,9,9,9,9,10,0,0,0,0,0
PT Asta Mulia Jaya,KHS Penggantian kWh / 0051.PJ,Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,7,8,8,,8,8,8,8,7,7,6,6,10,10,,10,10,8,8,8,8,0,0,0,0,0,0
PT Arto Gemilang Jaya,KHS Penggantian kWh / 0052.PJ,Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,7,8,8,,8,8,8,8,7,7,6,6,10,10,,10,10,8,8,8,8,0,0,0,0,0,0
PT Jaya Terang Mandiri,KHS Penggantian kWh / 0053.PJ,Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,7,8,8,,8,8,8,8,7,7,6,6,10,10,,10,10,8,8,8,8,0,0,0,0,0,0
PT Surveyor Indonesia,"Pemetaan, Pendataan, dan Pengelolaan Data Aset Jaringan / 0686.SPK",Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,10,10,9,9,10,10,9,10,8,8,8,8,8,8,9,9,,9,9,9,9,10,10,,0,0,0,0,0
PT Askana Jaya Santoso,"Pemetaan, Pendataan, dan Pengelolaan Data Aset Jaringan / 0685.SPK",Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,9,10,10,10,,10,10,10,10,10,10,10,10,10,9,,10,9,9,10,10,8,10,0,0,0,0,0
PT Graha Artha,"Pemetaan, Pendataan, dan Pengelolaan Data Aset Jaringan / 0687.SPK",Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,9,10,9,9,,10,9,10,10,10,10,10,10,10,9,,10,9,9,10,9,8,10,0,0,0,0,0
PT Askana Jaya Santoso,"Pemetaan, Pendataan, dan Pengelolaan Data Aset Jaringan / 0188.SPK",Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,9,10,10,9,,10,9,10,10,10,10,10,10,10,9,,10,9,9,8,8,8,10,0,0,0,0,0
PT Graha Artha,"Pemetaan, Pendataan, dan Pengelolaan Data Aset Jaringan / 0269.SPK",Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,9,10,9,9,,10,8,10,10,10,10,10,10,10,9,,10,9,9,8,8,8,,0,0,0,0,0
PT Sinar Terang Gemilang,"Pemetaan, Pendataan, dan Pengelolaan Data Aset Jaringan / 0275.SPK",Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,9,10,10,9,,10,9,10,10,10,10,10,10,10,9,,10,9,9,9,8,8,,0,0,0,0,0
PT Wahana Abadi,Penggantian kWh Meter Prabayar / 0109.PJ,Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,8,10,10,8,,10,10,8,10,10,8,10,10,10,10,,10,10,8,10,10,10,,0,0,0,0,0
PT Askana Jaya Santoso,Penggantian APP 1 Fasa dan 3 Fasa / 0619.SPK,Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,10,10,8,,10,8,8,10,10,8,10,10,10,10,,10,10,8,8,8,8,,0,0,0,0,0
PT Graha Artha,Pemeliharaan Komunikasi Data Pada AMR / 0066.PJ,Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,8,10,10,8,,10,10,8,10,10,8,10,10,10,10,,10,10,8,8,10,10,,0,0,0,0,0
PT Prima Data Semesta,Penggantian APP 1 Fasaa dan 3 Fasa / 0623.SPK,Erect Only,UP3 SEMARANG,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,10,10,8,,10,8,8,10,10,8,10,10,10,10,,10,10,8,8,8,8,,0,0,0,0,0
PT Cahaya Alam Kusuma,Potong pohon /0001.PJ,Erect Only,UP3 SUKOHARJO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,10,8,10,,10,10,7,10,8,10,8,8,10,10,,8,8,8,8,8,8,,0,0,0,0,0
PT Cipta Karsa Semesta,Jasa Pemborongan Pemeliharaan Aplikasi Tertentu / 0006.SPK,Erect Only,UP3 SUKOHARJO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,8,10,10,7,10,10,10,7,10,10,10,10,10,10,10,,10,10,10,10,10,10,,0,0,0,0,0
PT Mega Elektrikal Globalindo,Pengadaan AMRisasi Pelanggan / 0040.PJ,Erect Only,UP3 SURAKARTA,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,8,8,8,8,,8,8,8,8,10,8,8,8,10,8,,10,10,8,10,10,8,,0,0,0,0,0
PT Art Deva Jaya,Pengembangan Sarana Pendukung Café ANIEM / 0009.SPK,Erect Only,UP3 SURAKARTA,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,10,8,8,10,10,10,10,8,8,8,8,8,8,10,,8,8,10,8,8,8,8,0,0,0,0,0
PT Ines,Pengadaan Jasa Instalasi dan Komisioning / 0014.SPK,Erect Only,UP3 SURAKARTA,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,,10,10,8,10,10,10,,0,0,0,0,0
PT Aldo Jaya Prakarsa,KHS Pekerjaan APP DG FSO / 0064.PJ,Erect Only,UP3 TEGAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,10,10,8,,10,7,8,10,8,9,10,10,10,10,,10,10,9,9,8,8,10,0,0,0,0,0
PT Lentera Bahana Sejahtera,KHS Pekerjaan APP DG FSO / 0062.PJ,Erect Only,UP3 TEGAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,10,10,8,,10,10,10,10,9,9,9,10,10,10,,10,8,9,9,8,8,10,0,0,0,0,0
PT Surya Gemilang Indoperkasa,KHS Pekerjaan APP DG FSO / 0065.PJ,Erect Only,UP3 TEGAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,10,10,10,6,,10,7,15,10,8,10,10,10,10,10,,10,10,9,9,8,8,10,0,0,0,0,0
PT Wahana Abadi,KHS Pekerjaan APP DG FSO / 0063.PJ,Erect Only,UP3 TEGAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,10,10,10,6,,10,7,8,10,10,10,10,10,10,10,,10,10,10,10,8,8,10,0,0,0,0,0
PT Faris Cahaya Gemilang,Pemetaan dan Pengelolaan Data Aset Jaringan Dis. /0093.PJ,Erect Only,UP3 TEGAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,7,8,7,8,8,8,10,7,8,10,8,7,7,10,7,7,8,8,8,7,10,10,8,0,0,0,0,0
PT Anda Jaya Pradana,Pemborongan Pekerjaan Pelaksanaan P2TL / 0023.PJ,Erect Only,UP3 TEGAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,10,10,7,,10,10,7,10,10,10,10,10,10,10,,10,10,8,8,10,10,,0,0,0,0,0
PT Wahana Abadi,Pemeliharaan Aplikasi Tertentu (AMR) / 0046.PJ,Erect Only,UP3 TEGAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,10,10,7,,10,10,7,10,10,10,10,8,10,10,,10,10,10,8,10,10,,0,0,0,0,0
PT Lentera Bahana Sejahtera,RO KHS Pekerjaan APP DG FSO / 0024.PJ,Erect Only,UP3 TEGAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,10,10,8,,10,10,10,10,9,10,9,10,10,10,,10,8,9,9,8,8,10,0,0,0,0,0
PT Wahana Abadi,RO KHS Pekerjaan APP DG FSO / 0025.PJ,Erect Only,UP3 TEGAL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,10,9,10,6,,10,7,8,10,10,8,10,10,10,10,,10,10,10,10,8,8,10,0,0,0,0,0
